Date	Time	North Bound	South Bound	West Bound	East Bound	Location
Thu, Oct 24, 2013	12:00 PM	0	0			Peachtree Center South
Thu, Oct 24, 2013	01:00 PM	3	0			Peachtree Center South
Thu, Oct 24, 2013	02:00 PM	1	0			Peachtree Center South
Thu, Oct 24, 2013	03:00 PM	1	0			Peachtree Center South
Thu, Oct 24, 2013	04:00 PM	1	0			Peachtree Center South
Thu, Oct 24, 2013	05:00 PM	2	0			Peachtree Center South
Thu, Oct 24, 2013	06:00 PM	0	0			Peachtree Center South
Thu, Oct 24, 2013	07:00 PM	0	0			Peachtree Center South
Thu, Oct 24, 2013	08:00 PM	1	0			Peachtree Center South
Thu, Oct 24, 2013	09:00 PM	0	0			Peachtree Center South
Thu, Oct 24, 2013	10:00 PM	0	0			Peachtree Center South
Thu, Oct 24, 2013	11:00 PM	0	0			Peachtree Center South
Fri, Oct 25, 2013	12:00 AM	0	0			Peachtree Center South
Fri, Oct 25, 2013	01:00 AM	0	0			Peachtree Center South
Fri, Oct 25, 2013	02:00 AM	0	0			Peachtree Center South
Fri, Oct 25, 2013	03:00 AM	0	0			Peachtree Center South
Fri, Oct 25, 2013	04:00 AM	1	0			Peachtree Center South
Fri, Oct 25, 2013	05:00 AM	0	0			Peachtree Center South
Fri, Oct 25, 2013	06:00 AM	0	0			Peachtree Center South
Fri, Oct 25, 2013	07:00 AM	1	0			Peachtree Center South
Fri, Oct 25, 2013	08:00 AM	0	0			Peachtree Center South
Fri, Oct 25, 2013	09:00 AM	3	0			Peachtree Center South
Fri, Oct 25, 2013	10:00 AM	2	0			Peachtree Center South
Fri, Oct 25, 2013	11:00 AM	3	0			Peachtree Center South
Fri, Oct 25, 2013	12:00 PM	1	0			Peachtree Center South
Fri, Oct 25, 2013	01:00 PM	1	1			Peachtree Center South
Fri, Oct 25, 2013	02:00 PM	1	0			Peachtree Center South
Fri, Oct 25, 2013	03:00 PM	0	0			Peachtree Center South
Fri, Oct 25, 2013	04:00 PM	1	0			Peachtree Center South
Fri, Oct 25, 2013	05:00 PM	2	0			Peachtree Center South
Fri, Oct 25, 2013	06:00 PM	1	0			Peachtree Center South
Fri, Oct 25, 2013	07:00 PM	1	0			Peachtree Center South
Fri, Oct 25, 2013	08:00 PM	0	0			Peachtree Center South
Fri, Oct 25, 2013	09:00 PM	0	0			Peachtree Center South
Fri, Oct 25, 2013	10:00 PM	1	0			Peachtree Center South
Fri, Oct 25, 2013	11:00 PM	1	0			Peachtree Center South
Sat, Oct 26, 2013	12:00 AM	0	0			Peachtree Center South
Sat, Oct 26, 2013	01:00 AM	0	0			Peachtree Center South
Sat, Oct 26, 2013	02:00 AM	0	0			Peachtree Center South
Sat, Oct 26, 2013	03:00 AM	0	0			Peachtree Center South
Sat, Oct 26, 2013	04:00 AM	0	0			Peachtree Center South
Sat, Oct 26, 2013	05:00 AM	0	0			Peachtree Center South
Sat, Oct 26, 2013	06:00 AM	0	0			Peachtree Center South
Sat, Oct 26, 2013	07:00 AM	0	0			Peachtree Center South
Sat, Oct 26, 2013	08:00 AM	0	0			Peachtree Center South
Sat, Oct 26, 2013	09:00 AM	1	0			Peachtree Center South
Sat, Oct 26, 2013	10:00 AM	0	0			Peachtree Center South
Sat, Oct 26, 2013	11:00 AM	1	0			Peachtree Center South
Sat, Oct 26, 2013	12:00 PM	1	0			Peachtree Center South
Sat, Oct 26, 2013	01:00 PM	1	0			Peachtree Center South
Sat, Oct 26, 2013	02:00 PM	2	0			Peachtree Center South
Sat, Oct 26, 2013	03:00 PM	0	0			Peachtree Center South
Sat, Oct 26, 2013	04:00 PM	0	0			Peachtree Center South
Sat, Oct 26, 2013	05:00 PM	1	0			Peachtree Center South
Sat, Oct 26, 2013	06:00 PM	0	0			Peachtree Center South
Sat, Oct 26, 2013	07:00 PM	0	0			Peachtree Center South
Sat, Oct 26, 2013	08:00 PM	0	0			Peachtree Center South
Sat, Oct 26, 2013	09:00 PM	0	0			Peachtree Center South
Sat, Oct 26, 2013	10:00 PM	0	0			Peachtree Center South
Sat, Oct 26, 2013	11:00 PM	0	0			Peachtree Center South
Sun, Oct 27, 2013	12:00 AM	0	0			Peachtree Center South
Sun, Oct 27, 2013	01:00 AM	0	0			Peachtree Center South
Sun, Oct 27, 2013	02:00 AM	0	0			Peachtree Center South
Sun, Oct 27, 2013	03:00 AM	0	0			Peachtree Center South
Sun, Oct 27, 2013	04:00 AM	0	0			Peachtree Center South
Sun, Oct 27, 2013	05:00 AM	0	0			Peachtree Center South
Sun, Oct 27, 2013	06:00 AM	0	0			Peachtree Center South
Sun, Oct 27, 2013	07:00 AM	0	0			Peachtree Center South
Sun, Oct 27, 2013	08:00 AM	0	0			Peachtree Center South
Sun, Oct 27, 2013	09:00 AM	1	0			Peachtree Center South
Sun, Oct 27, 2013	10:00 AM	0	1			Peachtree Center South
Sun, Oct 27, 2013	11:00 AM	2	0			Peachtree Center South
Sun, Oct 27, 2013	12:00 PM	0	1			Peachtree Center South
Sun, Oct 27, 2013	01:00 PM	2	0			Peachtree Center South
Sun, Oct 27, 2013	02:00 PM	0	0			Peachtree Center South
Sun, Oct 27, 2013	03:00 PM	0	0			Peachtree Center South
Sun, Oct 27, 2013	04:00 PM	0	0			Peachtree Center South
Sun, Oct 27, 2013	05:00 PM	0	0			Peachtree Center South
Sun, Oct 27, 2013	06:00 PM	2	0			Peachtree Center South
Sun, Oct 27, 2013	07:00 PM	0	0			Peachtree Center South
Sun, Oct 27, 2013	08:00 PM	0	0			Peachtree Center South
Sun, Oct 27, 2013	09:00 PM	1	0			Peachtree Center South
Sun, Oct 27, 2013	10:00 PM	0	0			Peachtree Center South
Sun, Oct 27, 2013	11:00 PM	0	0			Peachtree Center South
Mon, Oct 28, 2013	12:00 AM	1	1			Peachtree Center South
Mon, Oct 28, 2013	01:00 AM	0	0			Peachtree Center South
Mon, Oct 28, 2013	02:00 AM	0	1			Peachtree Center South
Mon, Oct 28, 2013	03:00 AM	0	0			Peachtree Center South
Mon, Oct 28, 2013	04:00 AM	0	0			Peachtree Center South
Mon, Oct 28, 2013	05:00 AM	0	0			Peachtree Center South
Mon, Oct 28, 2013	06:00 AM	0	0			Peachtree Center South
Mon, Oct 28, 2013	07:00 AM	1	0			Peachtree Center South
Mon, Oct 28, 2013	08:00 AM	0	0			Peachtree Center South
Mon, Oct 28, 2013	09:00 AM	2	0			Peachtree Center South
Mon, Oct 28, 2013	10:00 AM	1	0			Peachtree Center South
Mon, Oct 28, 2013	11:00 AM	0	0			Peachtree Center South
Mon, Oct 28, 2013	12:00 PM	1	0			Peachtree Center South
Mon, Oct 28, 2013	01:00 PM	1	0			Peachtree Center South
Mon, Oct 28, 2013	02:00 PM	1	0			Peachtree Center South
Mon, Oct 28, 2013	03:00 PM	0	0			Peachtree Center South
Mon, Oct 28, 2013	04:00 PM	5	0			Peachtree Center South
Mon, Oct 28, 2013	05:00 PM	2	0			Peachtree Center South
Mon, Oct 28, 2013	06:00 PM	1	0			Peachtree Center South
Mon, Oct 28, 2013	07:00 PM	2	0			Peachtree Center South
Mon, Oct 28, 2013	08:00 PM	1	0			Peachtree Center South
Mon, Oct 28, 2013	09:00 PM	0	0			Peachtree Center South
Mon, Oct 28, 2013	10:00 PM	1	0			Peachtree Center South
Mon, Oct 28, 2013	11:00 PM	0	0			Peachtree Center South
Tue, Oct 29, 2013	12:00 AM	1	0			Peachtree Center South
Tue, Oct 29, 2013	01:00 AM	0	0			Peachtree Center South
Tue, Oct 29, 2013	02:00 AM	0	0			Peachtree Center South
Tue, Oct 29, 2013	03:00 AM	0	0			Peachtree Center South
Tue, Oct 29, 2013	04:00 AM	0	0			Peachtree Center South
Tue, Oct 29, 2013	05:00 AM	0	0			Peachtree Center South
Tue, Oct 29, 2013	06:00 AM	0	0			Peachtree Center South
Tue, Oct 29, 2013	07:00 AM	0	0			Peachtree Center South
Tue, Oct 29, 2013	08:00 AM	0	0			Peachtree Center South
Tue, Oct 29, 2013	09:00 AM	1	0			Peachtree Center South
Tue, Oct 29, 2013	10:00 AM	2	0			Peachtree Center South
Tue, Oct 29, 2013	11:00 AM	2	0			Peachtree Center South
Tue, Oct 29, 2013	12:00 PM	0	0			Peachtree Center South
Tue, Oct 29, 2013	01:00 PM	0	0			Peachtree Center South
Tue, Oct 29, 2013	02:00 PM	2	0			Peachtree Center South
Tue, Oct 29, 2013	03:00 PM	1	0			Peachtree Center South
Tue, Oct 29, 2013	04:00 PM	2	0			Peachtree Center South
Tue, Oct 29, 2013	05:00 PM	2	0			Peachtree Center South
Tue, Oct 29, 2013	06:00 PM	2	0			Peachtree Center South
Tue, Oct 29, 2013	07:00 PM	2	0			Peachtree Center South
Tue, Oct 29, 2013	08:00 PM	1	0			Peachtree Center South
Tue, Oct 29, 2013	09:00 PM	0	0			Peachtree Center South
Tue, Oct 29, 2013	10:00 PM	0	0			Peachtree Center South
Tue, Oct 29, 2013	11:00 PM	0	0			Peachtree Center South
Wed, Oct 30, 2013	12:00 AM	0	0			Peachtree Center South
Wed, Oct 30, 2013	01:00 AM	0	0			Peachtree Center South
Wed, Oct 30, 2013	02:00 AM	0	0			Peachtree Center South
Wed, Oct 30, 2013	03:00 AM	0	0			Peachtree Center South
Wed, Oct 30, 2013	04:00 AM	0	0			Peachtree Center South
Wed, Oct 30, 2013	05:00 AM	0	0			Peachtree Center South
Wed, Oct 30, 2013	06:00 AM	1	0			Peachtree Center South
Wed, Oct 30, 2013	07:00 AM	0	1			Peachtree Center South
Wed, Oct 30, 2013	08:00 AM	2	0			Peachtree Center South
Wed, Oct 30, 2013	09:00 AM	0	0			Peachtree Center South
Wed, Oct 30, 2013	10:00 AM	3	0			Peachtree Center South
Wed, Oct 30, 2013	11:00 AM	0	0			Peachtree Center South
Wed, Oct 30, 2013	12:00 PM	1	0			Peachtree Center South
Wed, Oct 30, 2013	01:00 PM	1	0			Peachtree Center South
Wed, Oct 30, 2013	02:00 PM	2	0			Peachtree Center South
Wed, Oct 30, 2013	03:00 PM	3	0			Peachtree Center South
Wed, Oct 30, 2013	04:00 PM	1	0			Peachtree Center South
Wed, Oct 30, 2013	05:00 PM	2	0			Peachtree Center South
Wed, Oct 30, 2013	06:00 PM	1	0			Peachtree Center South
Wed, Oct 30, 2013	07:00 PM	1	0			Peachtree Center South
Wed, Oct 30, 2013	08:00 PM	1	0			Peachtree Center South
Wed, Oct 30, 2013	09:00 PM	1	0			Peachtree Center South
Wed, Oct 30, 2013	10:00 PM	0	0			Peachtree Center South
Wed, Oct 30, 2013	11:00 PM	1	1			Peachtree Center South
Thu, Oct 31, 2013	12:00 AM	0	1			Peachtree Center South
Thu, Oct 31, 2013	01:00 AM	0	0			Peachtree Center South
Thu, Oct 31, 2013	02:00 AM	0	1			Peachtree Center South
Thu, Oct 31, 2013	03:00 AM	0	0			Peachtree Center South
Thu, Oct 31, 2013	04:00 AM	0	0			Peachtree Center South
Thu, Oct 31, 2013	05:00 AM	0	0			Peachtree Center South
Thu, Oct 31, 2013	06:00 AM	0	0			Peachtree Center South
Thu, Oct 31, 2013	07:00 AM	1	0			Peachtree Center South
Thu, Oct 31, 2013	08:00 AM	4	0			Peachtree Center South
Thu, Oct 31, 2013	09:00 AM	0	0			Peachtree Center South
Thu, Oct 31, 2013	10:00 AM	1	3			Peachtree Center South
Thu, Oct 31, 2013	11:00 AM	6	1			Peachtree Center South
Thu, Oct 31, 2013	12:00 PM	0	1			Peachtree Center South
Thu, Oct 31, 2013	01:00 PM	1	0			Peachtree Center South
Thu, Oct 31, 2013	02:00 PM	1	0			Peachtree Center South
Thu, Oct 31, 2013	03:00 PM	2	0			Peachtree Center South
Thu, Oct 31, 2013	04:00 PM	1	1			Peachtree Center South
Thu, Oct 31, 2013	05:00 PM	2	2			Peachtree Center South
Thu, Oct 31, 2013	06:00 PM	1	0			Peachtree Center South
Thu, Oct 31, 2013	07:00 PM	2	0			Peachtree Center South
Thu, Oct 31, 2013	08:00 PM	1	1			Peachtree Center South
Thu, Oct 31, 2013	09:00 PM	1	0			Peachtree Center South
Thu, Oct 31, 2013	10:00 PM	1	0			Peachtree Center South
Thu, Oct 31, 2013	11:00 PM	0	0			Peachtree Center South
Fri, Nov 1, 2013	12:00 AM	0	0			Peachtree Center South
Fri, Nov 1, 2013	01:00 AM	1	0			Peachtree Center South
Fri, Nov 1, 2013	02:00 AM	0	0			Peachtree Center South
Fri, Nov 1, 2013	03:00 AM	0	0			Peachtree Center South
Fri, Nov 1, 2013	04:00 AM	0	1			Peachtree Center South
Fri, Nov 1, 2013	05:00 AM	0	0			Peachtree Center South
Fri, Nov 1, 2013	06:00 AM	2	0			Peachtree Center South
Fri, Nov 1, 2013	07:00 AM	2	0			Peachtree Center South
Fri, Nov 1, 2013	08:00 AM	1	2			Peachtree Center South
Fri, Nov 1, 2013	09:00 AM	0	3			Peachtree Center South
Fri, Nov 1, 2013	10:00 AM	2	0			Peachtree Center South
Fri, Nov 1, 2013	11:00 AM	3	0			Peachtree Center South
Fri, Nov 1, 2013	12:00 PM	0	0			Peachtree Center South
Fri, Nov 1, 2013	01:00 PM	1	0			Peachtree Center South
Fri, Nov 1, 2013	02:00 PM	0	1			Peachtree Center South
Fri, Nov 1, 2013	03:00 PM	0	1			Peachtree Center South
Fri, Nov 1, 2013	04:00 PM	1	0			Peachtree Center South
Fri, Nov 1, 2013	05:00 PM	2	1			Peachtree Center South
Fri, Nov 1, 2013	06:00 PM	2	0			Peachtree Center South
Fri, Nov 1, 2013	07:00 PM	0	1			Peachtree Center South
Fri, Nov 1, 2013	08:00 PM	0	0			Peachtree Center South
Fri, Nov 1, 2013	09:00 PM	0	0			Peachtree Center South
Fri, Nov 1, 2013	10:00 PM	0	0			Peachtree Center South
Fri, Nov 1, 2013	11:00 PM	0	0			Peachtree Center South
Sat, Nov 2, 2013	12:00 AM	0	1			Peachtree Center South
Sat, Nov 2, 2013	01:00 AM	0	0			Peachtree Center South
Sat, Nov 2, 2013	02:00 AM	0	0			Peachtree Center South
Sat, Nov 2, 2013	03:00 AM	0	0			Peachtree Center South
Sat, Nov 2, 2013	04:00 AM	0	0			Peachtree Center South
Sat, Nov 2, 2013	05:00 AM	0	0			Peachtree Center South
Sat, Nov 2, 2013	06:00 AM	0	1			Peachtree Center South
Sat, Nov 2, 2013	07:00 AM	0	1			Peachtree Center South
Sat, Nov 2, 2013	08:00 AM	0	0			Peachtree Center South
Sat, Nov 2, 2013	09:00 AM	0	1			Peachtree Center South
Sat, Nov 2, 2013	10:00 AM	0	2			Peachtree Center South
Sat, Nov 2, 2013	11:00 AM	0	0			Peachtree Center South
Sat, Nov 2, 2013	12:00 PM	1	1			Peachtree Center South
Sat, Nov 2, 2013	01:00 PM	0	0			Peachtree Center South
Sat, Nov 2, 2013	02:00 PM	0	1			Peachtree Center South
Sat, Nov 2, 2013	03:00 PM	0	2			Peachtree Center South
Sat, Nov 2, 2013	04:00 PM	4	1			Peachtree Center South
Sat, Nov 2, 2013	05:00 PM	3	0			Peachtree Center South
Sat, Nov 2, 2013	06:00 PM	2	0			Peachtree Center South
Sat, Nov 2, 2013	07:00 PM	0	0			Peachtree Center South
Sat, Nov 2, 2013	08:00 PM	0	2			Peachtree Center South
Sat, Nov 2, 2013	09:00 PM	0	0			Peachtree Center South
Sat, Nov 2, 2013	10:00 PM	0	0			Peachtree Center South
Sat, Nov 2, 2013	11:00 PM	1	0			Peachtree Center South
Sun, Nov 3, 2013	12:00 AM	0	2			Peachtree Center South
Sun, Nov 3, 2013	01:00 AM	0	0			Peachtree Center South
Sun, Nov 3, 2013	02:00 AM	0	0			Peachtree Center South
Sun, Nov 3, 2013	03:00 AM	0	0			Peachtree Center South
Sun, Nov 3, 2013	04:00 AM	0	0			Peachtree Center South
Sun, Nov 3, 2013	05:00 AM	0	0			Peachtree Center South
Sun, Nov 3, 2013	06:00 AM	0	0			Peachtree Center South
Sun, Nov 3, 2013	07:00 AM	0	0			Peachtree Center South
Sun, Nov 3, 2013	08:00 AM	0	0			Peachtree Center South
Sun, Nov 3, 2013	09:00 AM	1	0			Peachtree Center South
Sun, Nov 3, 2013	10:00 AM	0	1			Peachtree Center South
Sun, Nov 3, 2013	11:00 AM	0	0			Peachtree Center South
Sun, Nov 3, 2013	12:00 PM	0	0			Peachtree Center South
Sun, Nov 3, 2013	01:00 PM	0	0			Peachtree Center South
Sun, Nov 3, 2013	02:00 PM	0	0			Peachtree Center South
Sun, Nov 3, 2013	03:00 PM	0	0			Peachtree Center South
Sun, Nov 3, 2013	04:00 PM	1	1			Peachtree Center South
Sun, Nov 3, 2013	05:00 PM	1	0			Peachtree Center South
Sun, Nov 3, 2013	06:00 PM	1	0			Peachtree Center South
Sun, Nov 3, 2013	07:00 PM	1	0			Peachtree Center South
Sun, Nov 3, 2013	08:00 PM	0	1			Peachtree Center South
Sun, Nov 3, 2013	09:00 PM	1	0			Peachtree Center South
Sun, Nov 3, 2013	10:00 PM	0	0			Peachtree Center South
Sun, Nov 3, 2013	11:00 PM	0	0			Peachtree Center South
Mon, Nov 4, 2013	12:00 AM	0	0			Peachtree Center South
Mon, Nov 4, 2013	01:00 AM	0	0			Peachtree Center South
Mon, Nov 4, 2013	02:00 AM	0	0			Peachtree Center South
Mon, Nov 4, 2013	03:00 AM	0	0			Peachtree Center South
Mon, Nov 4, 2013	04:00 AM	0	0			Peachtree Center South
Mon, Nov 4, 2013	05:00 AM	1	0			Peachtree Center South
Mon, Nov 4, 2013	06:00 AM	0	0			Peachtree Center South
Mon, Nov 4, 2013	07:00 AM	1	2			Peachtree Center South
Mon, Nov 4, 2013	08:00 AM	3	1			Peachtree Center South
Mon, Nov 4, 2013	09:00 AM	0	3			Peachtree Center South
Mon, Nov 4, 2013	10:00 AM	1	2			Peachtree Center South
Mon, Nov 4, 2013	11:00 AM	1	4			Peachtree Center South
Mon, Nov 4, 2013	12:00 PM	1	0			Peachtree Center South
Mon, Nov 4, 2013	01:00 PM	0	1			Peachtree Center South
Mon, Nov 4, 2013	02:00 PM	1	2			Peachtree Center South
Mon, Nov 4, 2013	03:00 PM	0	0			Peachtree Center South
Mon, Nov 4, 2013	04:00 PM	2	0			Peachtree Center South
Mon, Nov 4, 2013	05:00 PM	6	1			Peachtree Center South
Mon, Nov 4, 2013	06:00 PM	2	0			Peachtree Center South
Mon, Nov 4, 2013	07:00 PM	2	0			Peachtree Center South
Mon, Nov 4, 2013	08:00 PM	1	2			Peachtree Center South
Mon, Nov 4, 2013	09:00 PM	1	0			Peachtree Center South
Mon, Nov 4, 2013	10:00 PM	0	0			Peachtree Center South
Mon, Nov 4, 2013	11:00 PM	1	0			Peachtree Center South
Tue, Nov 5, 2013	12:00 AM	0	0			Peachtree Center South
Tue, Nov 5, 2013	01:00 AM	0	0			Peachtree Center South
Tue, Nov 5, 2013	02:00 AM	0	0			Peachtree Center South
Tue, Nov 5, 2013	03:00 AM	0	0			Peachtree Center South
Tue, Nov 5, 2013	04:00 AM	0	0			Peachtree Center South
Tue, Nov 5, 2013	05:00 AM	0	0			Peachtree Center South
Tue, Nov 5, 2013	06:00 AM	0	0			Peachtree Center South
Tue, Nov 5, 2013	07:00 AM	2	0			Peachtree Center South
Tue, Nov 5, 2013	08:00 AM	1	0			Peachtree Center South
Tue, Nov 5, 2013	09:00 AM	2	1			Peachtree Center South
Tue, Nov 5, 2013	10:00 AM	0	0			Peachtree Center South
Tue, Nov 5, 2013	11:00 AM	2	2			Peachtree Center South
Tue, Nov 5, 2013	12:00 PM	0	1			Peachtree Center South
Tue, Nov 5, 2013	01:00 PM	0	0			Peachtree Center South
Tue, Nov 5, 2013	02:00 PM	1	3			Peachtree Center South
Tue, Nov 5, 2013	03:00 PM	1	1			Peachtree Center South
Tue, Nov 5, 2013	04:00 PM	0	0			Peachtree Center South
Tue, Nov 5, 2013	05:00 PM	3	0			Peachtree Center South
Tue, Nov 5, 2013	06:00 PM	1	0			Peachtree Center South
Tue, Nov 5, 2013	07:00 PM	0	1			Peachtree Center South
Tue, Nov 5, 2013	08:00 PM	2	0			Peachtree Center South
Tue, Nov 5, 2013	09:00 PM	1	0			Peachtree Center South
Tue, Nov 5, 2013	10:00 PM	0	0			Peachtree Center South
Tue, Nov 5, 2013	11:00 PM	0	0			Peachtree Center South
Wed, Nov 6, 2013	12:00 AM	0	0			Peachtree Center South
Wed, Nov 6, 2013	01:00 AM	0	0			Peachtree Center South
Wed, Nov 6, 2013	02:00 AM	0	0			Peachtree Center South
Wed, Nov 6, 2013	03:00 AM	0	0			Peachtree Center South
Wed, Nov 6, 2013	04:00 AM	0	0			Peachtree Center South
Wed, Nov 6, 2013	05:00 AM	0	0			Peachtree Center South
Wed, Nov 6, 2013	06:00 AM	0	0			Peachtree Center South
Wed, Nov 6, 2013	07:00 AM	0	0			Peachtree Center South
Wed, Nov 6, 2013	08:00 AM	6	0			Peachtree Center South
Wed, Nov 6, 2013	09:00 AM	4	1			Peachtree Center South
Wed, Nov 6, 2013	10:00 AM	1	2			Peachtree Center South
Wed, Nov 6, 2013	11:00 AM	1	3			Peachtree Center South
Wed, Nov 6, 2013	12:00 PM	1	1			Peachtree Center South
Wed, Nov 6, 2013	01:00 PM	1	2			Peachtree Center South
Wed, Nov 6, 2013	02:00 PM	0	1			Peachtree Center South
Wed, Nov 6, 2013	03:00 PM	2	0			Peachtree Center South
Wed, Nov 6, 2013	04:00 PM	1	0			Peachtree Center South
Wed, Nov 6, 2013	05:00 PM	3	0			Peachtree Center South
Wed, Nov 6, 2013	06:00 PM	0	0			Peachtree Center South
Wed, Nov 6, 2013	07:00 PM	1	0			Peachtree Center South
Wed, Nov 6, 2013	08:00 PM	1	0			Peachtree Center South
Wed, Nov 6, 2013	09:00 PM	1	0			Peachtree Center South
Wed, Nov 6, 2013	10:00 PM	1	0			Peachtree Center South
Wed, Nov 6, 2013	11:00 PM	0	1			Peachtree Center South
Thu, Nov 7, 2013	12:00 AM	0	0			Peachtree Center South
Thu, Nov 7, 2013	01:00 AM	0	0			Peachtree Center South
Thu, Nov 7, 2013	02:00 AM	0	0			Peachtree Center South
Thu, Nov 7, 2013	03:00 AM	0	0			Peachtree Center South
Thu, Nov 7, 2013	04:00 AM	0	0			Peachtree Center South
Thu, Nov 7, 2013	05:00 AM	0	0			Peachtree Center South
Thu, Nov 7, 2013	06:00 AM	0	0			Peachtree Center South
Thu, Nov 7, 2013	07:00 AM	1	0			Peachtree Center South
Thu, Nov 7, 2013	08:00 AM	0	0			Peachtree Center South
Thu, Nov 7, 2013	09:00 AM	0	0			Peachtree Center South
Thu, Nov 7, 2013	10:00 AM	0	0			Peachtree Center South
Thu, Nov 7, 2013	11:00 AM	0	0			Peachtree Center South
Thu, Nov 7, 2013	12:00 PM	1	1			Peachtree Center South
Thu, Nov 7, 2013	01:00 PM	1	0			Peachtree Center South
Thu, Nov 7, 2013	02:00 PM	0	0			Peachtree Center South
Thu, Nov 7, 2013	03:00 PM	0	0			Peachtree Center South
Thu, Nov 7, 2013	04:00 PM	1	0			Peachtree Center South
Thu, Nov 7, 2013	05:00 PM	4	1			Peachtree Center South
Thu, Nov 7, 2013	06:00 PM	4	0			Peachtree Center South
Thu, Nov 7, 2013	07:00 PM	3	0			Peachtree Center South
Thu, Nov 7, 2013	08:00 PM	0	0			Peachtree Center South
Thu, Nov 7, 2013	09:00 PM	0	0			Peachtree Center South
Thu, Nov 7, 2013	10:00 PM	0	0			Peachtree Center South
Thu, Nov 7, 2013	11:00 PM	0	0			Peachtree Center South
Fri, Nov 8, 2013	12:00 AM	1	0			Peachtree Center South
Fri, Nov 8, 2013	01:00 AM	0	1			Peachtree Center South
Fri, Nov 8, 2013	02:00 AM	1	0			Peachtree Center South
Fri, Nov 8, 2013	03:00 AM	0	0			Peachtree Center South
Fri, Nov 8, 2013	04:00 AM	0	0			Peachtree Center South
Fri, Nov 8, 2013	05:00 AM	0	0			Peachtree Center South
Fri, Nov 8, 2013	06:00 AM	0	0			Peachtree Center South
Fri, Nov 8, 2013	07:00 AM	0	0			Peachtree Center South
Fri, Nov 8, 2013	08:00 AM	1	0			Peachtree Center South
Fri, Nov 8, 2013	09:00 AM	2	2			Peachtree Center South
Fri, Nov 8, 2013	10:00 AM	0	0			Peachtree Center South
Fri, Nov 8, 2013	11:00 AM	1	0			Peachtree Center South
Fri, Nov 8, 2013	12:00 PM	2	0			Peachtree Center South
Fri, Nov 8, 2013	01:00 PM	1	0			Peachtree Center South
Fri, Nov 8, 2013	02:00 PM	1	0			Peachtree Center South
Fri, Nov 8, 2013	03:00 PM	2	0			Peachtree Center South
Fri, Nov 8, 2013	04:00 PM	0	0			Peachtree Center South
Fri, Nov 8, 2013	05:00 PM	4	0			Peachtree Center South
Fri, Nov 8, 2013	06:00 PM	0	0			Peachtree Center South
Fri, Nov 8, 2013	07:00 PM	0	0			Peachtree Center South
Fri, Nov 8, 2013	08:00 PM	0	0			Peachtree Center South
Fri, Nov 8, 2013	09:00 PM	0	0			Peachtree Center South
Fri, Nov 8, 2013	10:00 PM	0	0			Peachtree Center South
Fri, Nov 8, 2013	11:00 PM	0	0			Peachtree Center South
Sat, Nov 9, 2013	12:00 AM	1	1			Peachtree Center South
Sat, Nov 9, 2013	01:00 AM	0	1			Peachtree Center South
Sat, Nov 9, 2013	02:00 AM	0	0			Peachtree Center South
Sat, Nov 9, 2013	03:00 AM	0	0			Peachtree Center South
Sat, Nov 9, 2013	04:00 AM	0	0			Peachtree Center South
Sat, Nov 9, 2013	05:00 AM	0	1			Peachtree Center South
Sat, Nov 9, 2013	06:00 AM	0	0			Peachtree Center South
Sat, Nov 9, 2013	07:00 AM	0	0			Peachtree Center South
Sat, Nov 9, 2013	08:00 AM	0	0			Peachtree Center South
Sat, Nov 9, 2013	09:00 AM	0	0			Peachtree Center South
Sat, Nov 9, 2013	10:00 AM	0	0			Peachtree Center South
Sat, Nov 9, 2013	11:00 AM	0	0			Peachtree Center South
Sat, Nov 9, 2013	12:00 PM	0	0			Peachtree Center South
Sat, Nov 9, 2013	01:00 PM	0	0			Peachtree Center South
Sat, Nov 9, 2013	02:00 PM	0	0			Peachtree Center South
Sat, Nov 9, 2013	03:00 PM	0	0			Peachtree Center South
Sat, Nov 9, 2013	04:00 PM	1	0			Peachtree Center South
Sat, Nov 9, 2013	05:00 PM	0	0			Peachtree Center South
Sat, Nov 9, 2013	06:00 PM	0	0			Peachtree Center South
Sat, Nov 9, 2013	07:00 PM	0	1			Peachtree Center South
Sat, Nov 9, 2013	08:00 PM	0	1			Peachtree Center South
Sat, Nov 9, 2013	09:00 PM	0	0			Peachtree Center South
Sat, Nov 9, 2013	10:00 PM	0	0			Peachtree Center South
Sat, Nov 9, 2013	11:00 PM	0	0			Peachtree Center South
Sun, Nov 10, 2013	12:00 AM	0	0			Peachtree Center South
Sun, Nov 10, 2013	01:00 AM	0	0			Peachtree Center South
Sun, Nov 10, 2013	02:00 AM	0	0			Peachtree Center South
Sun, Nov 10, 2013	03:00 AM	0	0			Peachtree Center South
Sun, Nov 10, 2013	04:00 AM	0	0			Peachtree Center South
Sun, Nov 10, 2013	05:00 AM	0	0			Peachtree Center South
Sun, Nov 10, 2013	06:00 AM	1	0			Peachtree Center South
Sun, Nov 10, 2013	07:00 AM	0	0			Peachtree Center South
Sun, Nov 10, 2013	08:00 AM	0	0			Peachtree Center South
Sun, Nov 10, 2013	09:00 AM	0	0			Peachtree Center South
Sun, Nov 10, 2013	10:00 AM	0	0			Peachtree Center South
Sun, Nov 10, 2013	11:00 AM	0	0			Peachtree Center South
Sun, Nov 10, 2013	12:00 PM	1	0			Peachtree Center South
Sun, Nov 10, 2013	01:00 PM	1	0			Peachtree Center South
